Timestamp,Epochs,SS1,SS0,K1,K0,REM1,REM0,Son1,Son0,Soff1,Soff0,A1,A0,MS1,MS0
477920,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
481790,65,0,1,0,1,0,0,0,0,0,0,0,0,0,0
490289,66,0,1,1,0,0,0,0,0,0,0,0,0,0,0
500498,67,0,1,1,0,0,0,0,0,0,0,0,0,0,0
508486,68,0,1,0,1,0,0,0,0,0,0,0,0,0,0
510086,69,0,1,1,0,0,0,0,0,0,0,0,0,0,0
514782,69,0,1,1,0,0,0,0,0,0,0,0,0,0,0
511882,69,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518172,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0
522044,70,0,1,0,1,0,0,0,0,0,0,0,0,0,0
528392,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0
531871,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0
530165,71,0,1,1,0,0,0,0,0,0,0,0,0,0,0
543405,73,0,1,0,1,0,0,0,0,0,0,0,0,0,0
549028,74,0,1,0,1,0,0,0,0,0,0,0,0,0,0
555917,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0
557025,75,0,1,1,0,0,0,0,0,0,0,0,0,0,0
563650,76,0,1,1,0,0,0,0,0,0,0,0,0,0,0
565269,76,0,1,1,0,0,0,0,0,0,0,0,0,0,0
578684,78,0,1,1,0,0,0,0,0,0,0,0,0,0,0
596855,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0
616687,83,0,1,1,0,0,0,0,0,0,0,0,0,0,0
617872,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0
641317,86,0,1,1,0,0,0,0,0,0,0,0,0,0,0
704762,94,0,1,1,0,0,0,0,0,0,0,0,0,0,0
716295,96,0,1,1,0,0,0,0,0,0,0,0,0,0,0
720719,97,0,1,1,0,0,0,0,0,0,0,0,0,0,0
723997,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0
732472,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0
733756,98,0,1,0,1,0,0,0,0,0,0,0,0,0,0
738384,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0
744418,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744503,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0
746714,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751611,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0
754824,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0
751100,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754404,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0
762856,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0
774472,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
776089,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
781830,105,0,1,1,0,0,0,0,0,0,0,0,0,0,0
790112,106,0,1,1,0,0,0,0,0,0,0,0,0,0,0
799900,107,0,1,1,0,0,0,0,0,0,0,0,0,0,0
840538,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0
843010,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0
846104,113,0,1,1,0,0,0,0,0,0,0,0,0,0,0
852135,114,0,1,1,0,0,0,0,0,0,0,0,0,0,0
854146,114,0,1,1,0,0,0,0,0,0,0,0,0,0,0
855536,115,0,1,1,0,0,0,0,0,0,0,0,0,0,0
858700,115,0,1,1,0,0,0,0,0,0,0,0,0,0,0
857391,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
869954,116,0,1,0,1,0,0,0,0,0,0,0,0,0,0
880450,118,0,1,1,0,0,0,0,0,0,0,0,0,0,0
894877,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
934489,125,0,1,1,0,0,0,0,0,0,0,0,0,0,0
930275,125,0,1,1,0,0,0,0,0,0,0,0,0,0,0
934785,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0
942284,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0
937828,126,0,1,0,1,0,0,0,0,0,0,0,0,0,0
942517,126,0,1,1,0,0,0,0,0,0,0,0,0,0,0
943251,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0
945971,127,0,1,0,1,0,0,0,0,0,0,0,0,0,0
949550,127,0,1,0,1,0,0,0,0,0,0,0,0,0,0
951899,127,0,1,1,0,0,0,0,0,0,0,0,0,0,0
946384,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0
959256,128,0,1,1,0,0,0,0,0,0,0,0,0,0,0
965761,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0
967183,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0
970956,130,0,1,0,1,0,0,0,0,0,0,0,0,0,0
967757,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
971946,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
974248,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
978497,131,0,1,0,1,0,0,0,0,0,0,0,0,0,0
975976,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0
997958,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1001026,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
999643,134,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1002739,134,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1006612,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012353,135,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1013956,136,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1018941,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1028421,138,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1034571,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1040990,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1048496,140,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1035970,139,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1056968,141,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1054628,141,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1062827,142,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1066002,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1068490,143,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1070837,143,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1070379,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072409,143,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1071942,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1072762,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076589,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080049,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1081555,145,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1083543,145,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1085655,145,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1088080,146,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1092519,146,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1092717,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1089508,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1093917,146,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1106044,148,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1108924,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1103477,148,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1139067,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1135751,152,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1141172,153,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1160528,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1171218,157,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1232322,165,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1238817,166,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1245662,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1251394,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1251068,167,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1247154,167,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1250323,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1256599,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1253598,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1257946,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1263462,169,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1266237,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1269787,170,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1269906,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1269288,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1271596,170,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1274110,170,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1278293,171,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1283680,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1283897,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1284551,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1296392,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1291470,173,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1303513,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1302516,174,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1305512,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1307337,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1315384,176,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1315812,176,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1331783,178,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1333827,178,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1334708,178,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1335101,179,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1336135,179,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1340900,179,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1341774,179,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1342592,180,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1343511,180,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1360493,182,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1362978,182,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1363260,182,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1366664,183,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1370293,183,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1369276,183,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1374635,184,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1389719,186,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1391506,186,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1392934,186,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1398401,187,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1404101,188,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1404454,188,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1404809,188,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1405129,188,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1405731,188,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1412668,189,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1412952,189,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1419794,190,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1422845,190,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1459290,195,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1463604,196,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1463919,196,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1464683,196,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1466643,196,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1474611,197,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1487258,199,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1488167,199,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1488860,199,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1489402,199,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1496106,200,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1504187,201,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1512677,202,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1546682,207,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1547234,207,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1547534,207,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1556559,208,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1559324,208,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1555731,208,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1590279,213,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1593225,213,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1598670,214,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1599578,214,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1626921,217,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1624723,217,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1630266,218,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1630770,218,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1632965,218,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1634490,218,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1635027,219,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1635176,219,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1641170,219,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1642803,220,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1649169,220,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1647893,220,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1646936,220,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1645002,220,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1650190,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1661034,222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1656624,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1652393,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1650937,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1651719,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1656359,221,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1659487,222,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1662043,222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1663160,222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1663840,222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1664460,222,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1666974,223,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1667637,223,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1668050,223,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1699929,227,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1698472,227,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1702676,228,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1704046,228,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1708121,228,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1710730,229,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1711869,229,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1715419,229,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1715817,229,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1717151,229,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1717721,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1720125,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1719567,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1720397,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1720919,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1721485,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1721742,230,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1770157,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1788348,239,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1793715,240,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1803182,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1813246,242,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1810967,242,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1828048,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1828879,244,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1836031,245,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1844633,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1841237,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1845962,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1849557,247,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1851714,247,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1847698,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1849007,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1853473,248,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1857634,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1858684,248,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1859000,248,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1866459,249,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1870965,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1871406,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867725,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1874218,250,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1870074,250,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1878191,251,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1879143,251,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1876542,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1879490,251,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1883275,252,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1883499,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1888779,252,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1890507,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1892651,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1896645,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1900573,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1899980,254,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1905526,255,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1907252,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1908297,255,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1905566,255,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1915373,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1917355,256,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1931301,258,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1936728,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1937521,259,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1940124,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1941665,259,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1942745,260,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1949870,260,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1952457,261,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1961596,262,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964744,262,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1966664,263,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1968163,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1982641,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1983368,265,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1994668,266,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2015776,269,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2019085,270,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2021574,270,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2027391,271,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2039573,272,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2037773,272,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2047302,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2063683,276,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2065077,276,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2068209,276,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2081111,278,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2083093,278,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2136573,285,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2172435,290,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2195255,293,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2194060,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2197483,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2205079,295,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2234066,298,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2238205,299,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2265525,303,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2273277,304,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2283162,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2284879,305,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2284524,305,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2313384,309,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2369079,316,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2408806,322,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2423293,324,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2433641,325,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2458401,328,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2476304,331,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2485032,332,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2504031,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2501253,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2498868,334,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2499245,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1527238,204,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1528053,204,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1550582,207,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1560692,209,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1623131,217,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1676364,224,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1680268,225,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1756306,235,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1765140,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1769706,236,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2505373,335,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2514061,336,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2515549,336,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2515779,336,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2520761,337,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2532469,338,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2539418,339,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2542561,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2544273,340,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2550246,341,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2557392,341,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2559803,342,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2561592,342,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2565435,343,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2569563,343,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2571384,343,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2571522,343,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2573170,344,1,0,0,0,0,0,0,0,0,0,0,0,0,0
